Player,Date,Tournament,Surface,Round,W/L,Score
Rafael Nadal,21-11-2010,Tour Finals,Hard (i),F,L,"6-3, 3-6, 6-1"
Rafael Nadal,21-11-2010,Tour Finals,Hard (i),SF,W,"7-6(5), 3-6, 7-6(6)"
Rafael Nadal,21-11-2010,Tour Finals,Hard (i),RR,W,"7-6(3), 6-1"
Rafael Nadal,21-11-2010,Tour Finals,Hard (i),RR,W,"7-5, 6-2"
Rafael Nadal,21-11-2010,Tour Finals,Hard (i),RR,W,"3-6, 7-6(5), 6-4"
Rafael Nadal,10-10-2010,Shanghai Masters,Hard,R16,L,"6-1, 3-6, 6-3"
Rafael Nadal,10-10-2010,Shanghai Masters,Hard,R32,W,"6-4, 6-4"
Rafael Nadal,04-10-2010,Tokyo,Hard,F,W,"6-1, 7-5"
Rafael Nadal,04-10-2010,Tokyo,Hard,SF,W,"7-6(4), 4-6, 7-6(7)"
Rafael Nadal,04-10-2010,Tokyo,Hard,QF,W,"6-4, 6-1"
Rafael Nadal,04-10-2010,Tokyo,Hard,R16,W,"6-4, 6-4"
Rafael Nadal,04-10-2010,Tokyo,Hard,R32,W,"6-4, 6-4"
Rafael Nadal,27-09-2010,Bangkok,Hard (i),SF,L,"2-6, 7-6(3), 6-3"
Rafael Nadal,27-09-2010,Bangkok,Hard (i),QF,W,"6-2, 6-3"
Rafael Nadal,27-09-2010,Bangkok,Hard (i),R16,W,"6-1, 6-4"
Rafael Nadal,30-08-2010,US Open,Hard,F,W,"6-4, 5-7, 6-4, 6-2"
Rafael Nadal,30-08-2010,US Open,Hard,SF,W,"6-2, 6-3, 6-4"
Rafael Nadal,30-08-2010,US Open,Hard,QF,W,"7-5, 6-3, 6-4"
Rafael Nadal,30-08-2010,US Open,Hard,R16,W,"6-3, 6-4, 6-4"
Rafael Nadal,30-08-2010,US Open,Hard,R32,W,"6-4, 6-4, 6-2"
Rafael Nadal,30-08-2010,US Open,Hard,R64,W,"6-2, 7-6(5), 7-5"
Rafael Nadal,30-08-2010,US Open,Hard,R128,W,"7-6(4), 7-6(4), 6-3"
Rafael Nadal,15-08-2010,Cincinnati Masters,Hard,QF,L,"6-4, 4-6, 6-4"
Rafael Nadal,15-08-2010,Cincinnati Masters,Hard,R16,W,"5-7, 7-6(6), 6-2"
Rafael Nadal,15-08-2010,Cincinnati Masters,Hard,R32,W,"6-2, 7-5"
Rafael Nadal,09-08-2010,Canada Masters,Hard,SF,L,"6-3, 6-4"
Rafael Nadal,09-08-2010,Canada Masters,Hard,QF,W,"3-6, 6-3, 6-4"
Rafael Nadal,09-08-2010,Canada Masters,Hard,R16,W,"6-2, 7-6(6)"
Rafael Nadal,09-08-2010,Canada Masters,Hard,R32,W,"7-6(12), 6-3"
Rafael Nadal,21-06-2010,Wimbledon,Grass,F,W,"6-3, 7-5, 6-4"
Rafael Nadal,21-06-2010,Wimbledon,Grass,SF,W,"6-4, 7-6(6), 6-4"
Rafael Nadal,21-06-2010,Wimbledon,Grass,QF,W,"3-6, 6-3, 7-6(4), 6-1"
Rafael Nadal,21-06-2010,Wimbledon,Grass,R16,W,"6-4, 6-2, 6-2"
Rafael Nadal,21-06-2010,Wimbledon,Grass,R32,W,"6-4, 4-6, 6-7(5), 6-2, 6-3"
Rafael Nadal,21-06-2010,Wimbledon,Grass,R64,W,"5-7, 6-2, 3-6, 6-0, 6-3"
Rafael Nadal,21-06-2010,Wimbledon,Grass,R128,W,"6-2, 6-4, 6-4"
Rafael Nadal,07-06-2010,Queen's Club,Grass,QF,L,"7-6(5), 6-4"
Rafael Nadal,07-06-2010,Queen's Club,Grass,R16,W,"7-6(4), 4-6, 6-4"
Rafael Nadal,07-06-2010,Queen's Club,Grass,R32,W,"6-2, 6-2"
Rafael Nadal,24-05-2010,Roland Garros,Clay,F,W,"6-4, 6-2, 6-4"
Rafael Nadal,24-05-2010,Roland Garros,Clay,SF,W,"6-2, 6-3, 7-6(6)"
Rafael Nadal,24-05-2010,Roland Garros,Clay,QF,W,"7-6(2), 7-6(3), 6-4"
Rafael Nadal,24-05-2010,Roland Garros,Clay,R16,W,"6-2, 7-5, 6-4"
Rafael Nadal,24-05-2010,Roland Garros,Clay,R32,W,"6-3, 6-4, 6-3"
Rafael Nadal,24-05-2010,Roland Garros,Clay,R64,W,"6-2, 6-2, 6-3"
Rafael Nadal,24-05-2010,Roland Garros,Clay,R128,W,"6-2, 6-2, 6-2"
Rafael Nadal,09-05-2010,Madrid Masters,Clay,F,W,"6-4, 7-6(5)"
Rafael Nadal,09-05-2010,Madrid Masters,Clay,SF,W,"4-6, 6-2, 6-2"
Rafael Nadal,09-05-2010,Madrid Masters,Clay,QF,W,"6-1, 6-3"
Rafael Nadal,09-05-2010,Madrid Masters,Clay,R16,W,"7-5, 6-4"
Rafael Nadal,09-05-2010,Madrid Masters,Clay,R32,W,"6-4, 6-3"
Rafael Nadal,25-04-2010,Rome Masters,Clay,F,W,"7-5, 6-2"
Rafael Nadal,25-04-2010,Rome Masters,Clay,SF,W,"6-4, 3-6, 6-4"
Rafael Nadal,25-04-2010,Rome Masters,Clay,QF,W,"6-4, 6-1"
Rafael Nadal,25-04-2010,Rome Masters,Clay,R16,W,"6-3, 6-2"
Rafael Nadal,25-04-2010,Rome Masters,Clay,R32,W,"6-1, 6-3"
Rafael Nadal,11-04-2010,Monte Carlo Masters,Clay,F,W,"6-0, 6-1"
Rafael Nadal,11-04-2010,Monte Carlo Masters,Clay,SF,W,"6-2, 6-3"
Rafael Nadal,11-04-2010,Monte Carlo Masters,Clay,QF,W,"6-4, 6-2"
Rafael Nadal,11-04-2010,Monte Carlo Masters,Clay,R16,W,"6-0, 6-1"
Rafael Nadal,11-04-2010,Monte Carlo Masters,Clay,R32,W,"6-1, 6-0"
Rafael Nadal,24-03-2010,Miami Masters,Hard,SF,L,"4-6, 6-3, 6-3"
Rafael Nadal,24-03-2010,Miami Masters,Hard,QF,W,"6-3, 6-2"
Rafael Nadal,24-03-2010,Miami Masters,Hard,R16,W,"7-6(5), 6-4"
Rafael Nadal,24-03-2010,Miami Masters,Hard,R32,W,"6-7(8), 6-2, 6-2"
Rafael Nadal,24-03-2010,Miami Masters,Hard,R64,W,"6-4, 6-3"
Rafael Nadal,11-03-2010,Indian Wells Masters,Hard,SF,L,"3-6, 6-4, 7-6(1)"
Rafael Nadal,11-03-2010,Indian Wells Masters,Hard,QF,W,"6-4, 7-6(4)"
Rafael Nadal,11-03-2010,Indian Wells Masters,Hard,R16,W,"7-5, 3-6, 6-3"
Rafael Nadal,11-03-2010,Indian Wells Masters,Hard,R32,W,"6-2, 6-2"
Rafael Nadal,11-03-2010,Indian Wells Masters,Hard,R64,W,"6-4, 6-4"
Rafael Nadal,18-01-2010,Australian Open,Hard,QF,L R,"6-3, 7-6(2), 3-0, RET"
Rafael Nadal,18-01-2010,Australian Open,Hard,R16,W,"6-4, 4-6, 6-4, 6-4"
Rafael Nadal,18-01-2010,Australian Open,Hard,R32,W,"6-4, 6-2, 2-6, 7-5"
Rafael Nadal,18-01-2010,Australian Open,Hard,R64,W,"6-2, 6-2, 6-2"
Rafael Nadal,18-01-2010,Australian Open,Hard,R128,W,"7-6(0), 6-1, 6-4"
Rafael Nadal,04-01-2010,Doha,Hard,F,L,"0-6, 7-6(8), 6-4"
Rafael Nadal,04-01-2010,Doha,Hard,SF,W,"6-1, 6-3"
Rafael Nadal,04-01-2010,Doha,Hard,QF,W R,"6-1, 2-0, RET"
Rafael Nadal,04-01-2010,Doha,Hard,R16,W,"6-2, 6-2"
Rafael Nadal,04-01-2010,Doha,Hard,R32,W,"6-3, 6-3"
Rafael Nadal,04-12-2009,Davis Cup WG,Clay,F,W,"6-3, 6-4"
Rafael Nadal,04-12-2009,Davis Cup WG,Clay,F,W,"7-5, 6-0, 6-2"
Rafael Nadal,22-11-2009,Tour Finals,Hard (i),RR,L,"6-1, 7-6(4)"
Rafael Nadal,22-11-2009,Tour Finals,Hard (i),RR,L,"7-6(5), 6-3"
Rafael Nadal,22-11-2009,Tour Finals,Hard (i),RR,L,"6-4, 6-4"
Rafael Nadal,08-11-2009,Paris Masters,Hard (i),SF,L,"6-2, 6-3"
Rafael Nadal,08-11-2009,Paris Masters,Hard (i),QF,W,"7-5, 7-5"
Rafael Nadal,08-11-2009,Paris Masters,Hard (i),R16,W,"6-3, 3-6, 7-5"
Rafael Nadal,08-11-2009,Paris Masters,Hard (i),R32,W,"3-6, 7-6(2), 7-5"
Rafael Nadal,11-10-2009,Shanghai Masters,Hard,F,L,"7-6(3), 6-3"
Rafael Nadal,11-10-2009,Shanghai Masters,Hard,SF,W R,"6-1, 3-0, RET"
Rafael Nadal,11-10-2009,Shanghai Masters,Hard,QF,W R,"3-6, 6-3, RET"
Rafael Nadal,11-10-2009,Shanghai Masters,Hard,R16,W,"6-1, 6-4"
Rafael Nadal,11-10-2009,Shanghai Masters,Hard,R32,W,"6-2, 6-7(4), 6-4"
Rafael Nadal,05-10-2009,Beijing,Hard,SF,L,"6-1, 6-3"
Rafael Nadal,05-10-2009,Beijing,Hard,QF,W,"6-3, 6-1"
Rafael Nadal,05-10-2009,Beijing,Hard,R16,W,"7-5, 6-7(4), 6-3"
Rafael Nadal,05-10-2009,Beijing,Hard,R32,W,"6-4, 3-6, 6-4"
Rafael Nadal,31-08-2009,US Open,Hard,SF,L,"6-2, 6-2, 6-2"
Rafael Nadal,31-08-2009,US Open,Hard,QF,W,"7-6(4), 7-6(2), 6-0"
Rafael Nadal,31-08-2009,US Open,Hard,R16,W,"6-7(3), 6-3, 6-1, 6-3"
Rafael Nadal,31-08-2009,US Open,Hard,R32,W,"7-5, 6-4, 6-4"
Rafael Nadal,31-08-2009,US Open,Hard,R64,W,"6-0, 3-6, 6-3, 6-4"
Rafael Nadal,31-08-2009,US Open,Hard,R128,W,"6-2, 6-2, 6-3"
Rafael Nadal,16-08-2009,Cincinnati Masters,Hard,SF,L,"6-1, 6-4"
Rafael Nadal,16-08-2009,Cincinnati Masters,Hard,QF,W,"6-4, 7-5"
Rafael Nadal,16-08-2009,Cincinnati Masters,Hard,R16,W,"7-5, 6-2"
Rafael Nadal,16-08-2009,Cincinnati Masters,Hard,R32,W,"7-6(4), 7-6(3)"
Rafael Nadal,10-08-2009,Canada Masters,Hard,QF,L,"7-6(5), 6-1"
Rafael Nadal,10-08-2009,Canada Masters,Hard,R16,W,"6-3, 6-2"
Rafael Nadal,10-08-2009,Canada Masters,Hard,R32,W R,"4-3, RET"
Rafael Nadal,25-05-2009,Roland Garros,Clay,R16,L,"6-2, 6-7(2), 6-4, 7-6(2)"
Rafael Nadal,25-05-2009,Roland Garros,Clay,R32,W,"6-1, 6-3, 6-1"
Rafael Nadal,25-05-2009,Roland Garros,Clay,R64,W,"6-1, 6-4, 6-2"
Rafael Nadal,25-05-2009,Roland Garros,Clay,R128,W,"7-5, 6-4, 6-3"
Rafael Nadal,10-05-2009,Madrid Masters,Clay,F,L,"6-4, 6-4"
Rafael Nadal,10-05-2009,Madrid Masters,Clay,SF,W,"3-6, 7-6(5), 7-6(9)"
Rafael Nadal,10-05-2009,Madrid Masters,Clay,QF,W,"6-4, 7-5"
Rafael Nadal,10-05-2009,Madrid Masters,Clay,R16,W W,W/O
Rafael Nadal,10-05-2009,Madrid Masters,Clay,R32,W,"6-3, 6-1"
Rafael Nadal,27-04-2009,Rome Masters,Clay,F,W,"7-6(2), 6-2"
Rafael Nadal,27-04-2009,Rome Masters,Clay,SF,W,"6-3, 6-3"
Rafael Nadal,27-04-2009,Rome Masters,Clay,QF,W,"6-3, 6-3"
Rafael Nadal,27-04-2009,Rome Masters,Clay,R16,W,"6-1, 6-0"
Rafael Nadal,27-04-2009,Rome Masters,Clay,R32,W,"6-2, 6-3"
Rafael Nadal,20-04-2009,Barcelona,Clay,F,W,"6-2, 7-5"
Rafael Nadal,20-04-2009,Barcelona,Clay,SF,W,"6-3, 6-2"
Rafael Nadal,20-04-2009,Barcelona,Clay,QF,W W,W/O
Rafael Nadal,20-04-2009,Barcelona,Clay,R16,W,"6-2, 6-0"
Rafael Nadal,20-04-2009,Barcelona,Clay,R32,W,"6-2, 6-2"
Rafael Nadal,12-04-2009,Monte Carlo Masters,Clay,F,W,"6-3, 2-6, 6-1"
Rafael Nadal,12-04-2009,Monte Carlo Masters,Clay,SF,W,"6-2, 7-6(4)"
Rafael Nadal,12-04-2009,Monte Carlo Masters,Clay,QF,W,"6-3, 6-3"
Rafael Nadal,12-04-2009,Monte Carlo Masters,Clay,R16,W,"6-3, 6-0"
Rafael Nadal,12-04-2009,Monte Carlo Masters,Clay,R32,W,"6-2, 6-3"
Rafael Nadal,25-03-2009,Miami Masters,Hard,QF,L,"6-4, 3-6, 7-6(3)"
Rafael Nadal,25-03-2009,Miami Masters,Hard,R16,W,"7-6(2), 7-6(4)"
Rafael Nadal,25-03-2009,Miami Masters,Hard,R32,W,"7-5, 6-3"
Rafael Nadal,25-03-2009,Miami Masters,Hard,R64,W,"6-2, 6-2"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,F,W,"6-1, 6-2"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,SF,W,"6-4, 7-6(4)"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,QF,W,"6-2, 6-4"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,R16,W,"3-6, 7-6(5), 6-0"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,R32,W,"6-3, 6-3"
Rafael Nadal,12-03-2009,Indian Wells Masters,Hard,R64,W,"6-2, 6-1"
Rafael Nadal,06-03-2009,Davis Cup WG,Clay,R16,W,"6-4, 6-4, 6-1"
Rafael Nadal,06-03-2009,Davis Cup WG,Clay,R16,W,"6-1, 6-0, 6-2"
Rafael Nadal,09-02-2009,Rotterdam,Hard (i),F,L,"6-3, 4-6, 6-0"
Rafael Nadal,09-02-2009,Rotterdam,Hard (i),SF,W,"6-4, 6-4"
Rafael Nadal,09-02-2009,Rotterdam,Hard (i),QF,W,"6-4, 6-7(5), 6-4"
Rafael Nadal,09-02-2009,Rotterdam,Hard (i),R16,W,"7-5, 3-6, 6-2"
Rafael Nadal,09-02-2009,Rotterdam,Hard (i),R32,W,"4-6, 6-2, 7-5"
Rafael Nadal,19-01-2009,Australian Open,Hard,F,W,"7-5, 3-6, 7-6(3), 3-6, 6-2"
Rafael Nadal,19-01-2009,Australian Open,Hard,SF,W,"6-7(4), 6-4, 7-6(2), 6-7(1), 6-4"
Rafael Nadal,19-01-2009,Australian Open,Hard,QF,W,"6-2, 7-5, 7-5"
Rafael Nadal,19-01-2009,Australian Open,Hard,R16,W,"6-3, 6-2, 6-4"
Rafael Nadal,19-01-2009,Australian Open,Hard,R32,W,"6-4, 6-2, 6-2"
Rafael Nadal,19-01-2009,Australian Open,Hard,R64,W,"6-2, 6-3, 6-2"
Rafael Nadal,19-01-2009,Australian Open,Hard,R128,W,"6-0, 6-2, 6-2"
Rafael Nadal,05-01-2009,Doha,Hard,QF,L,"6-4, 6-4"
Rafael Nadal,05-01-2009,Doha,Hard,R16,W,"6-1, 6-2"
Rafael Nadal,05-01-2009,Doha,Hard,R32,W,"6-0, 6-1"
Rafael Nadal,26-10-2008,Paris Masters,Hard (i),QF,L R,"6-1, RET"
Rafael Nadal,26-10-2008,Paris Masters,Hard (i),R16,W,"6-3, 6-2"
Rafael Nadal,26-10-2008,Paris Masters,Hard (i),R32,W,"6-2, 6-4"
Rafael Nadal,12-10-2008,Madrid Masters,Hard (i),SF,L,"3-6, 7-5, 7-6(6)"
Rafael Nadal,12-10-2008,Madrid Masters,Hard (i),QF,W,"6-4, 6-4"
Rafael Nadal,12-10-2008,Madrid Masters,Hard (i),R16,W,"6-4, 6-2"
Rafael Nadal,12-10-2008,Madrid Masters,Hard (i),R32,W,"7-5, 3-6, 6-3"
Rafael Nadal,19-09-2008,Davis Cup WG,Clay,SF,W,"6-4, 6-0, 6-4"
Rafael Nadal,19-09-2008,Davis Cup WG,Clay,SF,W,"6-7(5), 6-4, 6-3, 6-4"
Rafael Nadal,25-08-2008,US Open,Hard,SF,L,"6-2, 7-6(5), 4-6, 6-4"
Rafael Nadal,25-08-2008,US Open,Hard,QF,W,"3-6, 6-1, 6-4, 6-2"
Rafael Nadal,25-08-2008,US Open,Hard,R16,W,"6-2, 5-7, 7-6(2), 6-3"
Rafael Nadal,25-08-2008,US Open,Hard,R32,W,"6-4, 6-3, 6-0"
Rafael Nadal,25-08-2008,US Open,Hard,R64,W,"6-1, 6-2, 6-4"
Rafael Nadal,25-08-2008,US Open,Hard,R128,W,"7-6(4), 6-3, 7-6(4)"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,F,W,"6-3, 7-6(2), 6-3"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,SF,W,"6-4, 1-6, 6-4"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,QF,W,"6-0, 6-4"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,R16,W,"6-4, 6-2"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,R32,W,"6-1, 6-2"
Rafael Nadal,11-08-2008,Beijing Olympics,Hard,R64,W,"6-2, 3-6, 6-2"
Rafael Nadal,28-07-2008,Cincinnati Masters,Hard,SF,L,"6-1, 7-5"
Rafael Nadal,28-07-2008,Cincinnati Masters,Hard,QF,W,"7-6(3), 6-1"
Rafael Nadal,28-07-2008,Cincinnati Masters,Hard,R16,W,"6-4, 7-6(0)"
Rafael Nadal,28-07-2008,Cincinnati Masters,Hard,R32,W,"6-0, 6-1"
Rafael Nadal,21-07-2008,Canada Masters,Hard,F,W,"6-3, 6-2"
Rafael Nadal,21-07-2008,Canada Masters,Hard,SF,W,"7-6(2), 6-3"
Rafael Nadal,21-07-2008,Canada Masters,Hard,QF,W,"6-7(12), 6-2, 6-1"
Rafael Nadal,21-07-2008,Canada Masters,Hard,R16,W,"6-2, 7-6(1)"
Rafael Nadal,21-07-2008,Canada Masters,Hard,R32,W,"6-4, 6-2"
Rafael Nadal,23-06-2008,Wimbledon,Grass,F,W,"6-4, 6-4, 6-7(5), 6-7(8), 9-7"
Rafael Nadal,23-06-2008,Wimbledon,Grass,SF,W,"6-1, 7-6(3), 6-4"
Rafael Nadal,23-06-2008,Wimbledon,Grass,QF,W,"6-3, 6-2, 6-4"
Rafael Nadal,23-06-2008,Wimbledon,Grass,R16,W,"6-3, 6-3, 6-1"
Rafael Nadal,23-06-2008,Wimbledon,Grass,R32,W,"7-6(3), 6-2, 6-3"
Rafael Nadal,23-06-2008,Wimbledon,Grass,R64,W,"5-7, 6-2, 7-6(2), 6-3"
Rafael Nadal,23-06-2008,Wimbledon,Grass,R128,W,"6-4, 6-4, 7-6(0)"
Rafael Nadal,09-06-2008,Queen's Club,Grass,F,W,"7-6(6), 7-5"
Rafael Nadal,09-06-2008,Queen's Club,Grass,SF,W,"7-5, 6-4"
Rafael Nadal,09-06-2008,Queen's Club,Grass,QF,W,"6-7(5), 7-6(5), 7-6(4)"
Rafael Nadal,09-06-2008,Queen's Club,Grass,R16,W,"6-4, 3-6, 6-3"
Rafael Nadal,09-06-2008,Queen's Club,Grass,R32,W,"6-2, 6-2"
Rafael Nadal,25-05-2008,Roland Garros,Clay,F,W,"6-1, 6-3, 6-0"
Rafael Nadal,25-05-2008,Roland Garros,Clay,SF,W,"6-4, 6-2, 7-6(3)"
Rafael Nadal,25-05-2008,Roland Garros,Clay,QF,W,"6-1, 6-1, 6-1"
Rafael Nadal,25-05-2008,Roland Garros,Clay,R16,W,"6-1, 6-0, 6-2"
Rafael Nadal,25-05-2008,Roland Garros,Clay,R32,W,"6-1, 6-3, 6-1"
Rafael Nadal,25-05-2008,Roland Garros,Clay,R64,W,"6-4, 6-0, 6-1"
Rafael Nadal,25-05-2008,Roland Garros,Clay,R128,W,"7-5, 6-3, 6-1"
Rafael Nadal,11-05-2008,Hamburg Masters,Clay,F,W,"7-5, 6-7(3), 6-3"
Rafael Nadal,11-05-2008,Hamburg Masters,Clay,SF,W,"7-5, 2-6, 6-2"
Rafael Nadal,11-05-2008,Hamburg Masters,Clay,QF,W,"6-1, 6-3"
Rafael Nadal,11-05-2008,Hamburg Masters,Clay,R16,W,"6-3, 6-2"
Rafael Nadal,11-05-2008,Hamburg Masters,Clay,R32,W,"6-4, 7-6(6)"
Rafael Nadal,05-05-2008,Rome Masters,Clay,R32,L,"7-5, 6-1"
Rafael Nadal,28-04-2008,Barcelona,Clay,F,W,"6-1, 4-6, 6-1"
Rafael Nadal,28-04-2008,Barcelona,Clay,SF,W,"6-1, 6-0"
Rafael Nadal,28-04-2008,Barcelona,Clay,QF,W,"6-4, 6-2"
Rafael Nadal,28-04-2008,Barcelona,Clay,R16,W,"6-4, 6-3"
Rafael Nadal,28-04-2008,Barcelona,Clay,R32,W,"6-4, 6-2"
Rafael Nadal,20-04-2008,Monte Carlo Masters,Clay,F,W,"7-5, 7-5"
Rafael Nadal,20-04-2008,Monte Carlo Masters,Clay,SF,W,"6-3, 6-2"
Rafael Nadal,20-04-2008,Monte Carlo Masters,Clay,QF,W,"6-1, 7-5"
Rafael Nadal,20-04-2008,Monte Carlo Masters,Clay,R16,W,"6-4, 6-1"
Rafael Nadal,20-04-2008,Monte Carlo Masters,Clay,R32,W,"6-0, 6-3"
Rafael Nadal,11-04-2008,Davis Cup WG,Hard,QF,W,"7-6(5), 6-0, 6-3"
Rafael Nadal,27-03-2008,Miami Masters,Hard,F,L,"6-4, 6-2"
Rafael Nadal,27-03-2008,Miami Masters,Hard,SF,W,"7-6(6), 6-2"
Rafael Nadal,27-03-2008,Miami Masters,Hard,QF,W,"3-6, 6-3, 6-1"
Rafael Nadal,27-03-2008,Miami Masters,Hard,R16,W,"6-4, 6-4"
Rafael Nadal,27-03-2008,Miami Masters,Hard,R32,W,"6-2, 6-4"
Rafael Nadal,27-03-2008,Miami Masters,Hard,R64,W,"7-5, 6-2"
Rafael Nadal,13-03-2008,Indian Wells Masters,Hard,SF,L,"6-3, 6-2"
Rafael Nadal,13-03-2008,Indian Wells Masters,Hard,QF,W,"7-5, 3-6, 6-3"
Rafael Nadal,13-03-2008,Indian Wells Masters,Hard,R16,W,"6-7(4), 7-6(3), 7-5"
Rafael Nadal,13-03-2008,Indian Wells Masters,Hard,R32,W,"6-1, 6-3"
Rafael Nadal,13-03-2008,Indian Wells Masters,Hard,R64,W,"6-3, 6-3"
Rafael Nadal,03-03-2008,Dubai,Hard,QF,L,"7-6(5), 6-2"
Rafael Nadal,03-03-2008,Dubai,Hard,R16,W,"6-4, 6-0"
Rafael Nadal,03-03-2008,Dubai,Hard,R32,W,"3-6, 6-1, 6-4"
Rafael Nadal,18-02-2008,Rotterdam,Hard (i),R16,L,"3-6, 6-3, 6-4"
Rafael Nadal,18-02-2008,Rotterdam,Hard (i),R32,W,"6-4, 6-4"
Rafael Nadal,14-01-2008,Australian Open,Hard,SF,L,"6-2, 6-3, 6-2"
Rafael Nadal,14-01-2008,Australian Open,Hard,QF,W,"7-5, 6-3, 6-1"
Rafael Nadal,14-01-2008,Australian Open,Hard,R16,W R,"6-4, 3-0, RET"
Rafael Nadal,14-01-2008,Australian Open,Hard,R32,W,"7-5, 6-2, 6-3"
Rafael Nadal,14-01-2008,Australian Open,Hard,R64,W,"6-0, 6-2, 6-2"
Rafael Nadal,14-01-2008,Australian Open,Hard,R128,W,"7-6(3), 7-5, 6-1"
Rafael Nadal,31-12-2007,Chennai,Hard,F,L,"6-0, 6-1"
Rafael Nadal,31-12-2007,Chennai,Hard,SF,W,"6-7(3), 7-6(8), 7-6(1)"
Rafael Nadal,31-12-2007,Chennai,Hard,QF,W,"6-3, 6-2"
Rafael Nadal,31-12-2007,Chennai,Hard,R16,W,"6-2, 6-1"
Rafael Nadal,31-12-2007,Chennai,Hard,R32,W,"6-2, 6-4"
Rafael Nadal,12-11-2007,Masters Cup,Hard (i),SF,L,"6-4, 6-1"
Rafael Nadal,12-11-2007,Masters Cup,Hard (i),RR,W,"6-4, 6-4"
Rafael Nadal,12-11-2007,Masters Cup,Hard (i),RR,L,"4-6, 6-4, 6-3"
Rafael Nadal,12-11-2007,Masters Cup,Hard (i),RR,W,"3-6, 6-3, 6-4"
Rafael Nadal,28-10-2007,Paris Masters,Hard (i),F,L,"6-4, 6-0"
Rafael Nadal,28-10-2007,Paris Masters,Hard (i),SF,W,"4-6, 6-4, 6-3"
Rafael Nadal,28-10-2007,Paris Masters,Hard (i),QF,W,"6-4, 6-2"
Rafael Nadal,28-10-2007,Paris Masters,Hard (i),R16,W,"6-4, 6-3"
Rafael Nadal,28-10-2007,Paris Masters,Hard (i),R32,W,"6-3, 6-1"
Rafael Nadal,15-10-2007,Madrid Masters,Hard (i),QF,L,"6-1, 6-2"
Rafael Nadal,15-10-2007,Madrid Masters,Hard (i),R16,W,"7-6(5), 6-4"
Rafael Nadal,15-10-2007,Madrid Masters,Hard (i),R32,W,"6-4, 6-4"
Rafael Nadal,27-08-2007,US Open,Hard,R16,L,"6-7(3), 6-4, 7-6(4), 6-2"
Rafael Nadal,27-08-2007,US Open,Hard,R32,W,"7-6(3), 6-2, 6-1"
Rafael Nadal,27-08-2007,US Open,Hard,R64,W R,"6-2, 6-3, 3-2, RET"
Rafael Nadal,27-08-2007,US Open,Hard,R128,W,"7-5, 3-6, 6-4, 6-1"
Rafael Nadal,13-08-2007,Cincinnati Masters,Hard,R32,L R,"7-6(5), 4-1, RET"
Rafael Nadal,05-08-2007,Canada Masters,Hard,SF,L,"7-5, 6-3"
Rafael Nadal,05-08-2007,Canada Masters,Hard,QF,W,"4-6, 6-2, 6-3"
Rafael Nadal,05-08-2007,Canada Masters,Hard,R16,W,"3-6, 6-3, 6-2"
Rafael Nadal,05-08-2007,Canada Masters,Hard,R32,W,"7-6(4), 6-0"
Rafael Nadal,16-07-2007,Stuttgart,Clay,F,W,"6-4, 7-5"
Rafael Nadal,16-07-2007,Stuttgart,Clay,SF,W,"6-1, 7-5"
Rafael Nadal,16-07-2007,Stuttgart,Clay,QF,W,"6-1, 6-3"
Rafael Nadal,16-07-2007,Stuttgart,Clay,R16,W,"6-3, 6-3"
Rafael Nadal,16-07-2007,Stuttgart,Clay,R32,W,"6-1, 6-1"
Rafael Nadal,25-06-2007,Wimbledon,Grass,F,L,"7-6(7), 4-6, 7-6(3), 2-6, 6-2"
Rafael Nadal,25-06-2007,Wimbledon,Grass,SF,W R,"3-6, 6-1, 4-1, RET"
Rafael Nadal,25-06-2007,Wimbledon,Grass,QF,W,"7-6(1), 6-4, 6-2"
Rafael Nadal,25-06-2007,Wimbledon,Grass,R16,W,"4-6, 3-6, 6-1, 6-2, 6-2"
Rafael Nadal,25-06-2007,Wimbledon,Grass,R32,W,"6-4, 6-4, 6-7(7), 4-6, 7-5"
Rafael Nadal,25-06-2007,Wimbledon,Grass,R64,W,"6-2, 6-4, 6-1"
Rafael Nadal,25-06-2007,Wimbledon,Grass,R128,W,"6-3, 7-6(4), 6-3"
Rafael Nadal,11-06-2007,Queen's Club,Grass,QF,L,"7-5, 7-6(0)"
Rafael Nadal,11-06-2007,Queen's Club,Grass,R16,W,"7-6(3), 6-3"
Rafael Nadal,11-06-2007,Queen's Club,Grass,R32,W,"6-4, 6-4"
Rafael Nadal,28-05-2007,Roland Garros,Clay,F,W,"6-3, 4-6, 6-3, 6-4"
Rafael Nadal,28-05-2007,Roland Garros,Clay,SF,W,"7-5, 6-4, 6-2"
Rafael Nadal,28-05-2007,Roland Garros,Clay,QF,W,"6-4, 6-3, 6-0"
Rafael Nadal,28-05-2007,Roland Garros,Clay,R16,W,"6-3, 6-1, 7-6(5)"
